Title: Lithium-Rich Giants in Globular Clusters
Authors: Kirby E.N., Guhathakurta P., Zhang A.J., Hong J., Guo M., Guo R.,
         Cohen J.G.
Table: Stellar Properties and Lithium Abundances
================================================================================
Byte-by-byte Description of file: table_catalog.dat
--------------------------------------------------------------------------------
   Bytes Format Units     Label   Explanations
--------------------------------------------------------------------------------
   1-  8 A8     ---       GC      Globular cluster
  10- 24 A15    ---       Name    Star name
  26- 27 I2     h         RAh     Hour of Right Ascension (J2000)
  29- 30 I2     min       RAm     Minute of Right Ascension (J2000)
  32- 36 F5.2   s         RAs     Second of Right Ascension (J2000)
      38 A1     ---       DE-     Sign of the Declination (J2000)
  39- 40 I2     deg       DEd     Degree of Declination (J2000)
  42- 43 I2     arcmin    DEm     Arcminute of Declination (J2000)
  45- 48 F4.1   arcsec    DEs     Arcsecond of Declination (J2000)
  50- 52 A3     ---       Branch  RGB or AGB star
  54- 58 F5.2   mag       V       Extinction-corrected apparent V magnitude
  60- 63 F4.2   mag       B-V     ? Reddening-corrected B-V color
  65- 68 F4.2   mag       V-I     ? Reddening-corrected V-I color
  70- 74 F5.2   mag       M_V     Extinction-corrected absolute V magnitude
  76- 79 I4     K         Teff    Effective temperature
  81- 84 F4.2   cm/s^2    logg    Surface gravity
  86- 90 F5.2   [Sun]     [Fe/H]  Iron abundance relative to the Sun
  92- 95 F4.2   [Sun]   e_[Fe/H]  Uncertainty in [Fe/H]
      97 A1     ---       LiUL    ? Upper limit flag for A(Li)
  98-102 F5.2   ---       A(Li)   Lithium abundance
 104-107 F4.2   ---     e_A(Li)   ? Uncertainty in A(Li)
--------------------------------------------------------------------------------
NGC 7006 NOMAD_135       21 01 30.92 +16 13 08.3 RGB 16.96 1.05 1.16 -1.13 4479 1.34 -1.57 0.11 < 1.17     
NGC 7006 An08-2351       21 01 30.92 +16 13 08.8 RGB 16.99 1.00 1.19 -1.10 4467 1.32 -1.60 0.11 < 0.52     
NGC 7006 An08-935        21 01 30.94 +16 11 03.5 RGB 17.47 0.83 1.03 -0.63 4758 1.70 -1.69 0.11 < 0.99     
NGC 7006 NOMAD_51        21 01 31.32 +16 11 13.5 RGB 16.05 1.28 1.34 -2.04 4220 0.80 -1.45 0.11 < 0.54     
NGC 7006 An08-610        21 01 31.38 +16 10 40.8 RGB 20.59 0.57 0.71  2.49 5814 3.32 -1.36 0.22 < 2.61     
NGC 7006 An08-237        21 01 31.49 +16 09 44.7 RGB 21.01 0.63 0.71  2.91 5621 3.51 -1.59 0.22 < 2.67     
NGC 7006 I-1_NOMAD       21 01 31.73 +16 11 25.7 RGB 17.83 0.84 1.01 -0.27 4794 1.86 -1.60 0.12 < 2.06     
NGC 7006 II-93_NOMAD     21 01 31.76 +16 11 41.2 RGB 16.17 1.27 1.32 -1.92 4281 0.86 -1.56 0.11 < 0.32     
NGC 7006 NOMAD_108       21 01 32.00 +16 12 21.9 RGB 16.88 1.06 1.15 -1.21 4487 1.32 -1.62 0.11 < 0.69     
NGC 7006 An08-2316       21 01 32.13 +16 13 05.7 RGB 20.21 0.67 0.94  2.12 4943 2.94 -1.85 0.13 < 2.56     
NGC 7006 An08-548        21 01 32.14 +16 10 39.3 RGB 18.53 0.78 0.95  0.44 4955 2.23 -1.49 0.11 < 1.37     
NGC 7006 An08-650        21 01 32.15 +16 10 48.7 RGB 17.88 0.77 0.93 -0.22 5030 1.98 -1.60 0.11 < 0.82     
NGC 7006 An08-2265       21 01 32.26 +16 12 55.1 RGB 19.77 0.74 0.85  1.68 5246 2.83 -1.59 0.13 < 2.54     
NGC 7006 An08-191        21 01 33.34 +16 09 41.2 RGB 20.28 0.69 0.83  2.19 5272 3.07 -1.42 0.13 < 2.43     
NGC 7006 NOMAD_99        21 01 33.70 +16 11 35.4 RGB 17.86 0.72 0.91 -0.24 5115 1.99 -1.47 0.13 < 2.74     
NGC 7006 NOMAD_129       21 01 34.06 +16 09 49.0 AGB 16.17 1.12 1.19 -1.93 4466 1.00 -1.52 0.11 < 0.65     
NGC 7006 An08-64         21 01 34.68 +16 09 03.8 RGB 19.70 0.73 0.85  1.60 5193 2.80 -1.53 0.12 < 1.93     
NGC 7006 An08-244        21 01 36.22 +16 10 09.7 RGB 20.70 0.81 0.84  2.61 5192 3.24 -1.69 0.16 < 1.99     
M15      6724            21 29 19.60 +12 11 25.3 RGB 18.14 0.54 0.70  3.02 5796 3.58 -2.46 0.18 < 2.43     
M15      8830            21 29 27.94 +12 11 42.0 RGB 17.25 0.60 0.73  2.13 5475 3.14 -2.46 0.11 < 1.71     
M15      8920            21 29 28.21 +12 10 15.6 RGB 17.38 0.58 0.71  2.25 5428 3.22 -2.58 0.11 < 1.12     
M15      9217            21 29 29.16 +12 09 38.7 RGB 17.74 0.56 0.71  2.61 5518 3.39 -2.47 0.12 < 1.81     
M15      10584           21 29 32.99 +12 09 04.6 RGB 17.24 0.60 0.76  2.12 5450 3.11 -2.52 0.12 < 1.68     
M15      10618           21 29 33.06 +12 09 54.0 RGB 16.79 0.64 0.76  1.67 5389 2.92 -2.29 0.11 < 1.68     
M15      10783           21 29 33.51 +12 09 20.4 RGB 17.49 0.60 0.70  2.37 5590 3.28 -2.31 0.11 < 1.92     
M15      11520           21 29 35.26 +12 07 58.4 RGB 18.10 0.54 0.67  2.98 5873 3.60 -2.48 0.16 < 2.15     
M15      11998           21 29 36.32 +12 08 23.6 RGB 17.76 0.57 0.74  2.64 5621 3.36 -2.45 0.12 < 2.03     
M15      12291           21 29 36.96 +12 07 47.3 RGB 16.86 0.62 0.80  1.74 5335 2.92 -2.59 0.12 < 1.56     
M15      12418           21 29 37.20 +12 08 09.3 RGB 16.12 0.68 0.82  1.00 5226 2.58 -2.52 0.11 < 1.35     
M15      12846           21 29 38.04 +12 11 58.5 RGB 14.96 0.70 0.88 -0.16 4977 2.07 -2.63 0.11 < 1.05     
M15      13080           21 29 38.53 +12 11 22.6 RGB 18.00 0.51 0.69  2.88 5749 3.52 -2.16 0.12 < 2.27     
M15      13196           21 29 38.76 +12 11 53.4 RGB 13.88 0.83 1.03 -1.24 4720 1.46 -2.51 0.11 < 0.13     
M15      13388           21 29 39.10 +12 08 55.3 RGB 17.00 0.59 0.78  1.87 5394 2.99 -2.51 0.11 < 1.34     
M15      13701           21 29 39.63 +12 08 43.0 RGB 17.25 0.61 0.78  2.12 5478 3.10 -2.54 0.13 < 1.87     
M15      14395           21 29 40.88 +12 10 03.6 RGB 17.74 0.57 0.74  2.61 5607 3.35 -2.32 0.12 < 1.96     
M15      14696           21 29 41.39 +12 10 23.2 RGB 17.06 0.59 0.75  1.93 5322 3.04 -2.44 0.12 < 1.54     
M15      14893           21 29 41.74 +12 09 53.6 RGB 18.05 0.54 0.70  2.93 5780 3.53 -2.44 0.13 < 2.22     
M15      15309           21 29 42.37 +12 08 47.6 RGB 17.95 0.56 0.75  2.83 5628 3.43 -2.50 0.13 < 2.36     
M15      15625           21 29 42.83 +12 09 30.5 RGB 16.70 0.63 0.82  1.58 5270 2.83 -2.54 0.11 < 1.49     
M15      15681           21 29 42.91 +12 10 57.3 RGB 17.08 0.61 0.79  1.95 5276 3.02 -2.39 0.11 < 1.45     
M15      16135           21 29 43.55 +12 10 03.7 RGB 14.12 0.80 0.97 -1.00 4987 1.63 -2.36 0.11 < 0.86     
M15      16461           21 29 44.03 +12 10 45.6 RGB 16.88 0.64 0.84  1.75 5278 2.89 -2.51 0.11 < 1.50     
M15      16663           21 29 44.28 +12 08 53.0 RGB 18.07 0.56 0.72  2.95 5731 3.52 -2.20 0.13 < 2.19     
M15      16999           21 29 44.75 +12 10 00.7 RGB 18.08 0.63 0.76  2.96 5565 3.48 -2.43 0.13 < 2.28     
M15      17088           21 29 44.85 +12 08 24.2 RGB 16.25 0.65 0.87  1.13 5249 2.60 -2.57 0.11 < 1.50     
M15      17122           21 29 44.89 +12 09 21.1 RGB 16.84 0.59 0.84  1.71 5249 2.87 -2.60 0.11 < 1.57     
M15      17175           21 29 44.96 +12 10 40.8 RGB 17.34 0.61 0.79  2.22 5389 3.13 -2.33 0.11 < 1.27     
M15      18519           21 29 46.53 +12 08 58.9 RGB 16.64 0.59 0.90  1.52 5210 2.74 -2.51 0.11 < 1.30     
M15      19069           21 29 47.17 +12 09 55.6 RGB 17.21 0.57 0.84  2.08 5257 3.03 -2.56 0.12 < 1.76     
M15      19096           21 29 47.19 +12 10 19.9 RGB 17.73 0.49 0.80  2.61 5447 3.29 -2.49 0.12 < 1.47     
M15      21059           21 29 49.16 +12 09 04.1 RGB 14.77 0.66 0.89 -0.36 5165 1.98 -2.47 0.11 < 0.92     
M15      21453           21 29 49.53 +12 10 42.1 RGB 17.30 0.55 0.81  2.18 5414 3.10 -2.46 0.12 < 1.67     
M15      NOMAD_1366      21 29 49.88 +12 14 06.1 RGB 15.19 0.71 0.90  0.07 5116 2.14 -2.40 0.18 < 2.19     
M15      K146            21 29 49.94 +12 08 04.8 RGB 13.34 0.97 1.16 -1.79 4502 1.11 -2.50 0.11 < 0.27     
M15      NOMAD_1001      21 29 50.17 +12 07 52.2 RGB 14.88 0.71 0.97 -0.24 4914 1.94 -2.62 0.12 < 1.21     
M15      NOMAD_744       21 29 50.29 +12 09 02.7 AGB 13.98 0.76 0.95 -1.14 5046 1.60 -2.47 0.11 < 1.02     
M15      22525           21 29 50.51 +12 10 52.0 RGB 17.50 0.57 0.78  2.38 5516 3.21 -2.29 0.11 < 1.61     
M15      22822           21 29 50.80 +12 09 51.9 RGB 16.25 0.63 0.86  1.13 5220 2.60 -2.47 0.11 < 1.49     
M15      K169            21 29 50.81 +12 11 30.0 RGB 13.25 1.01 1.18 -1.87 4537 1.06 -2.40 0.11 <-0.03     
M15      23312           21 29 51.30 +12 11 01.2 RGB 17.75 1.81 0.59  2.63 4917 3.52 -2.70 0.11 < 0.67     
M15      NOMAD_559       21 29 51.33 +12 09 38.6 RGB 15.21 0.70 0.93  0.09 5045 2.11 -2.56 0.11 < 1.20     
M15      23362           21 29 51.34 +12 09 24.2 AGB 15.64 0.42 0.63  0.51 6282 2.57 -2.49 0.11 < 1.74     
M15      23523           21 29 51.49 +12 10 07.0 RGB 16.06 0.63 0.86  0.93 5223 2.52 -2.39 0.11 < 1.19     
M15      23777           21 29 51.71 +12 09 09.2 RGB 15.89 0.64 0.84  0.77 5209 2.47 -2.43 0.11 < 1.10     
M15      NOMAD_854       21 29 52.43 +12 07 58.6 RGB 14.88 0.75 0.93 -0.24 4997 1.99 -2.42 0.11 < 1.22     
M15      NOMAD_794       21 29 52.70 +12 11 53.4 RGB 15.26 0.70 0.88  0.14 5082 2.18 -2.48 0.11   1.32 0.17
M15      25664           21 29 53.15 +12 10 12.2 RGB 16.74 0.61 0.83  1.61 5317 2.84 -2.50 0.11 < 1.67     
M15      26310           21 29 53.60 +12 09 11.0 RGB 13.15 1.06 1.14 -1.97 4471 1.07 -2.41 0.11 <-0.00     
M15      NOMAD_295       21 29 53.70 +12 09 43.3 RGB 14.33 0.81 1.00 -0.80 4809 1.68 -2.44 0.11 < 0.45     
M15      NOMAD_320       21 29 53.73 +12 10 30.4 RGB 14.54 0.69 0.91 -0.58 5030 1.87 -2.62 0.11 < 0.67     
M15      NOMAD_272       21 29 53.77 +12 10 03.3 RGB 14.53 0.79 0.99 -0.59 4859 1.78 -2.45 0.11 < 0.76     
M15      K288            21 29 53.78 +12 10 20.1 RGB 13.45 0.94 1.12 -1.68 4555 1.20 -2.45 0.11 <-0.31     
M15      NOMAD_340       21 29 54.07 +12 09 15.7 RGB 14.43 0.79 0.98 -0.69 4858 1.74 -2.49 0.11 < 0.71     
M15      K341            21 29 54.90 +12 13 22.5 RGB 12.58 1.18 1.31 -2.54 4254 0.67 -2.49 0.11 <-0.16     
M15      28649           21 29 55.09 +12 09 36.4 AGB 15.47 0.29 0.44  0.35 6516 2.68 -2.35 0.12 < 4.88     
M15      NOMAD_155       21 29 55.09 +12 10 14.9 RGB 13.21 0.98 1.17 -1.92 4620 1.05 -2.56 0.11 < 0.42     
M15      28712           21 29 55.12 +12 09 33.9 RGB 13.71 0.93 1.03 -1.41 4673 1.40 -2.42 0.11 < 0.23     
M15      28694           21 29 55.12 +12 10 15.2 AGB 12.28 1.25 1.15 -2.84 4683 0.73 -2.54 0.12 < 1.02     
M15      28702           21 29 55.12 +12 10 10.9 RGB 18.26 0.47 0.75  3.14 5539 3.57 -2.38 0.14 < 1.75     
M15      28721           21 29 55.13 +12 10 22.8 AGB 15.56 0.28 0.50  0.43 6427 2.65 -2.33 0.12 < 1.94     
M15      28805           21 29 55.18 +12 11 34.6 RGB 14.21 0.84 0.95 -0.91 4836 1.69 -2.52 0.11 < 0.40     
M15      29005           21 29 55.28 +12 09 43.9 RGB 14.99 0.74 0.95 -0.13 4871 2.00 -2.42 0.11 < 0.61     
M15      29378           21 29 55.49 +12 09 17.2 RGB 14.42 0.81 0.96 -0.70 4867 1.77 -2.45 0.11 < 0.61     
M15      29380           21 29 55.49 +12 09 17.2 RGB 14.40 0.82 0.97 -0.72 4859 1.74 -2.46 0.11 < 0.31     
M15      NOMAD_955       21 29 55.61 +12 12 42.2 RGB 13.20 1.00 1.12 -1.92 4505 1.11 -2.41 0.11 <-0.16     
M15      NOMAD_580       21 29 55.64 +12 11 42.2 RGB 15.38 0.71 0.85  0.26 5162 2.26 -2.34 0.11 < 1.42     
M15      NOMAD_89        21 29 55.74 +12 09 58.9 RGB 14.41 0.73 0.93 -0.71 5018 1.79 -2.56 0.11 < 0.56     
M15      29918           21 29 55.76 +12 09 59.2 AGB 14.20 0.73 0.92 -0.92 5015 1.73 -2.58 0.11 < 0.59     
M15      29975           21 29 55.79 +12 10 41.5 AGB 15.02 0.64 0.81 -0.10 5042 2.17 -2.47 0.11   1.20 0.14
M15      30427           21 29 56.00 +12 10 01.9 RGB 14.44 0.78 0.98 -0.68 4859 1.74 -2.54 0.11 < 0.95     
M15      30786           21 29 56.15 +12 09 45.3 RGB 14.84 0.76 0.94 -0.29 4954 1.95 -2.57 0.11 < 1.06     
M15      K431            21 29 56.16 +12 12 33.7 RGB 12.77 1.11 1.22 -2.35 4352 0.84 -2.49 0.11 <-0.32     
M15      31043           21 29 56.25 +12 09 27.7 RGB 13.67 0.95 1.08 -1.45 4671 1.33 -2.36 0.11 < 0.28     
M15      31227           21 29 56.32 +12 09 54.8 RGB 13.21 1.07 1.16 -1.91 4470 1.06 -2.49 0.11 <-0.45     
M15      31911           21 29 56.56 +12 09 28.0 RGB 15.08 0.74 0.91 -0.04 5027 2.09 -2.43 0.11   1.26 0.12
M15      NOMAD_363       21 29 56.65 +12 08 44.2 RGB 14.97 0.76 0.93 -0.15 5000 2.02 -2.49 0.11 < 1.32     
M15      32206           21 29 56.66 +12 09 52.0 AGB 14.81 0.60 0.82 -0.31 5542 2.08 -2.61 0.11 < 1.19     
M15      32243           21 29 56.67 +12 08 44.5 RGB 14.85 0.71 0.90 -0.27 4962 2.00 -2.46 0.11 < 0.84     
M15      NOMAD_1069      21 29 56.72 +12 13 10.5 RGB 14.37 0.79 0.96 -0.75 4861 1.74 -2.49 0.11 < 0.56     
M15      32422           21 29 56.73 +12 10 07.9 RGB 15.09 0.63 0.89 -0.03 5142 2.11 -2.70 0.11 < 0.89     
M15      32424           21 29 56.73 +12 10 39.1 AGB 13.77 0.83 0.94 -1.36 4808 1.53 -2.37 0.11 < 0.47     
M15      32621           21 29 56.79 +12 10 42.1 AGB 14.82 0.60 0.80 -0.30 4995 2.11 -2.40 0.11 < 1.07     
M15      33029           21 29 56.90 +12 10 26.7 RGB 14.67 0.76 0.93 -0.45 4911 1.90 -2.32 0.11 < 0.61     
M15      NOMAD_289       21 29 57.06 +12 08 53.1 RGB 13.20 1.03 1.19 -1.92 4389 1.03 -2.59 0.11 <-0.02     
M15      33889           21 29 57.17 +12 09 42.6 RGB 14.24 0.87 0.93 -0.88 4820 1.72 -2.50 0.11 < 0.14     
M15      34007           21 29 57.20 +12 10 22.7 AGB 14.76 0.67 0.85 -0.36 5248 2.02 -2.50 0.11 < 0.60     
M15      34335           21 29 57.30 +12 10 19.4 RGB 14.92 0.70 0.93 -0.21 5000 2.00 -2.46 0.11   1.12 0.12
M15      34623           21 29 57.38 +12 09 40.7 RGB 14.86 0.65 1.00 -0.26 5066 1.89 -2.69 0.11 < 0.47     
M15      34740           21 29 57.42 +12 10 38.3 RGB 12.77 1.17 1.17 -2.35 4388 0.89 -2.47 0.11 <-0.18     
M15      NOMAD_512       21 29 57.43 +12 08 21.5 RGB 14.47 0.85 0.97 -0.66 4879 1.77 -2.44 0.11 < 0.55     
M15      35329           21 29 57.59 +12 10 28.0 RGB 13.57 0.99 1.04 -1.56 4630 1.34 -2.46 0.11 <-0.06     
M15      35738           21 29 57.71 +12 10 13.9 RGB 14.29 0.79 1.05 -0.83 5002 1.60 -2.29 0.11 < 0.33     
M15      36006           21 29 57.78 +12 10 44.9 RGB 14.59 0.86 0.96 -0.53 5023 1.83 -2.53 0.11 < 0.64     
M15      36259           21 29 57.85 +12 08 53.0 RGB 17.71 0.48 0.68  2.59 5670 3.40 -2.72 0.20 < 2.78     
M15      36280           21 29 57.86 +12 09 35.7 RGB 14.79 0.71 1.01 -0.33 5221 1.85 -2.32 0.11 < 0.60     
M15      36409           21 29 57.89 +12 09 37.3 AGB 13.59 0.83 0.95 -1.54 5075 1.44 -2.65 0.11 < 0.81     
M15      36569           21 29 57.94 +12 10 17.0 RGB 13.01 1.03 1.28 -2.11 4409 0.86 -2.52 0.11 <-1.25     
M15      36835           21 29 58.02 +12 09 45.6 AGB 13.69 0.83 0.89 -1.43 4908 1.56 -2.40 0.11 < 0.57     
M15      37123           21 29 58.10 +12 10 17.3 AGB 13.82 0.80 0.90 -1.30 4875 1.60 -2.53 0.11 < 0.07     
M15      37158           21 29 58.11 +12 12 07.6 RGB 16.30 0.64 0.76  1.18 5316 2.71 -2.39 0.11   1.46 0.17
M15      37579           21 29 58.23 +12 12 10.4 AGB 15.54 0.36 0.50  0.41 6133 2.64 -2.43 0.12 < 2.27     
M15      37660           21 29 58.25 +12 10 33.2 RGB 13.79 0.79 1.05 -1.34 4713 1.41 -2.46 0.11 < 0.14     
M15      37703           21 29 58.26 +12 09 40.9 RGB 13.05 1.07 1.17 -2.07 4414 0.99 -2.40 0.11 < 0.36     
M15      NOMAD_596       21 29 58.29 +12 08 09.3 RGB 14.23 0.82 1.00 -0.89 4820 1.65 -2.44 0.11 < 0.81     
M15      37854           21 29 58.30 +12 09 54.1 RGB 15.18 0.63 0.94  0.06 4963 2.09 -2.59 0.11 < 1.39     
M15      NOMAD_371       21 29 58.36 +12 08 39.3 RGB 13.63 0.92 1.09 -1.49 4616 1.31 -2.50 0.11 < 0.40     
M15      38153           21 29 58.38 +12 09 46.4 RGB 12.43 1.33 1.38 -2.70 4246 0.54 -2.44 0.11 < 0.03     
M15      NOMAD_104       21 29 58.38 +12 10 41.7 RGB 13.85 0.84 0.98 -1.27 4780 1.51 -2.41 0.11 < 0.49     
M15      38183           21 29 58.39 +12 09 26.2 RGB 14.88 0.70 0.90 -0.24 5058 2.01 -2.54 0.11   1.16 0.13
M15      38742           21 29 58.55 +12 09 49.8 RGB 13.32 1.22 1.16 -1.80 5177 1.10 -2.73 0.11 < 0.99     
M15      38904           21 29 58.59 +12 09 17.6 RGB 13.98 0.82 1.00 -1.15 4860 1.54 -2.57 0.11 < 0.35     
M15      NOMAD_5         21 29 58.61 +12 10 07.8 AGB 13.11 0.93 1.04 -2.01 4529 1.16 -2.40 0.11 < 0.35     
M15      39370           21 29 58.73 +12 08 56.4 RGB 13.13 1.10 1.14 -1.99 4502 1.05 -2.33 0.11 <-0.55     
M15      39429           21 29 58.75 +12 08 32.5 RGB 13.76 0.93 1.04 -1.36 4673 1.41 -2.43 0.11 < 0.35     
M15      39570           21 29 58.79 +12 10 24.8 AGB 14.52 0.53 0.74 -0.60 4646 2.06 -2.76 0.11   0.89 0.13
M15      39780           21 29 58.86 +12 10 05.2 AGB 14.05 0.77 0.89 -1.08 4891 1.69 -2.46 0.11 < 0.90     
M15      NOMAD_729       21 29 58.97 +12 12 10.3 AGB 14.64 0.69 0.84 -0.48 5125 1.99 -2.54 0.11 < 1.20     
M15      40417           21 29 59.04 +12 09 52.1 RGB 15.13 0.73 0.89  0.01 4907 2.12 -2.61 0.11 < 0.81     
M15      40809           21 29 59.17 +12 10 16.0 AGB 12.89 1.16 1.07 -2.23 4790 1.04 -2.53 0.11 < 0.22     
M15      K634            21 29 59.32 +12 09 11.2 RGB 12.68 1.67 1.38 -2.44 4240 0.64 -2.44 0.11 <-0.36     
M15      41376           21 29 59.34 +12 09 11.9 RGB 12.58 1.27 1.31 -2.54 4231 0.68 -2.45 0.11 <-0.65     
M15      41405           21 29 59.35 +12 09 48.5 AGB 13.75 0.76 0.96 -1.37 4787 1.49 -2.39 0.11 < 0.62     
M15      41452           21 29 59.36 +12 08 38.5 AGB 14.54 0.68 0.84 -0.58 5259 1.95 -2.50 0.11 < 0.67     
M15      41467           21 29 59.37 +12 09 53.0 RGB 13.91 0.79 1.11 -1.21 4674 1.39 -2.66 0.11 < 0.16     
M15      41670           21 29 59.43 +12 10 11.7 AGB 13.59 0.92 0.99 -1.53 4833 1.40 -2.49 0.11 < 0.29     
M15      41792           21 29 59.48 +12 10 06.0 RGB 14.86 0.79 0.98 -0.26 5029 1.92 -2.35 0.11 < 1.13     
M15      41826           21 29 59.49 +12 09 34.8 RGB 15.00 0.76 0.93 -0.12 4969 2.03 -2.39 0.11 < 0.74     
M15      NOMAD_55        21 29 59.49 +12 10 25.5 AGB 15.38 0.36 0.67  0.25 5438 2.44 -2.34 0.15 < 1.90     
M15      42125           21 29 59.58 +12 09 48.5 RGB 14.86 0.77 1.00 -0.27 4978 1.89 -2.38 0.11 < 0.18     
M15      42594           21 29 59.73 +12 10 10.1 RGB 15.01 0.76 0.96 -0.11 5020 2.00 -2.44 0.11   1.11 0.13
M15      42926           21 29 59.83 +12 07 16.0 RGB 15.51 0.70 0.89  0.39 5096 2.27 -2.53 0.11   1.20 0.15
M15      43026           21 29 59.87 +12 09 26.1 AGB 12.68 1.14 1.10 -2.44 4538 0.93 -2.52 0.11 <-0.62     
M15      43070           21 29 59.88 +12 09 37.9 RGB 15.14 0.67 1.01  0.01 4949 1.99 -2.47 0.11   1.02 0.13
M15      43090           21 29 59.88 +12 09 37.9 RGB 14.90 0.74 0.88 -0.22 4994 2.05 -2.46 0.11   1.25 0.12
M15      NOMAD_851       21 29 59.90 +12 12 28.8 RGB 15.07 0.70 0.87 -0.05 5064 2.13 -2.42 0.11 < 1.30     
M15      43353           21 29 59.97 +12 10 12.2 RGB 14.36 0.86 0.98 -0.76 4856 1.72 -2.43 0.11 < 0.72     
M15      NOMAD_1184      21 30 00.02 +12 13 39.9 RGB 14.49 0.80 1.00 -0.64 4870 1.75 -2.37 0.11 < 0.85     
M15      43521           21 30 00.02 +12 11 26.7 RGB 15.43 0.70 0.81  0.31 5060 2.32 -2.56 0.11   1.18 0.15
M15      43593           21 30 00.05 +12 09 18.6 AGB 13.96 0.81 0.94 -1.16 4958 1.61 -2.40 0.11 < 0.41     
M15      43804           21 30 00.12 +12 09 31.9 RGB 15.13 0.71 0.90  0.00 5105 2.12 -2.37 0.11   1.08 0.16
M15      43992           21 30 00.18 +12 11 24.2 AGB 15.46 0.48 0.59  0.34 5917 2.54 -2.61 0.11 < 1.50     
M15      44027           21 30 00.19 +12 09 56.2 RGB 14.43 0.82 0.96 -0.70 4963 1.77 -2.60 0.11 < 0.80     
M15      44059           21 30 00.20 +12 10 13.7 AGB 14.65 0.56 0.71 -0.47 5452 2.13 -2.32 0.11 < 1.12     
M15      44347           21 30 00.29 +12 09 10.7 AGB 14.49 0.73 0.80 -0.63 4951 1.97 -2.41 0.11 < 0.73     
M15      44380           21 30 00.30 +12 09 41.4 AGB 12.74 1.32 1.04 -2.38 4352 1.02 -2.39 0.11 <-0.25     
M15      K702            21 30 00.33 +12 10 50.8 AGB 12.72 1.15 1.15 -2.40 4309 0.89 -2.53 0.11 <-0.12     
M15      NOMAD_467       21 30 00.38 +12 08 31.6 RGB 14.99 0.75 0.92 -0.13 5029 2.04 -2.34 0.11 < 1.24     
M15      K709            21 30 00.39 +12 07 36.0 RGB 13.37 1.13 1.15 -1.75 4534 1.13 -2.52 0.11 < 0.07     
M15      44680           21 30 00.41 +12 08 32.3 RGB 15.00 0.78 0.92 -0.12 5014 2.05 -2.39 0.11 < 1.01     
M15      44857           21 30 00.47 +12 09 09.4 RGB 14.73 0.75 0.92 -0.39 4938 1.93 -2.36 0.11 < 0.43     
M15      44973           21 30 00.51 +12 08 57.0 RGB 16.58 0.62 0.80  1.46 5321 2.80 -2.46 0.11 < 1.46     
M15      NOMAD_517       21 30 00.53 +12 11 36.9 RGB 14.01 0.86 0.98 -1.12 4813 1.58 -2.31 0.11 < 0.38     
M15      45110           21 30 00.56 +12 11 37.3 RGB 13.99 0.89 0.96 -1.13 4788 1.59 -2.38 0.11 < 0.39     
M15      45263           21 30 00.62 +12 09 55.3 RGB 14.73 0.66 0.88 -0.39 4979 1.98 -2.54 0.11 < 0.84     
M15      NOMAD_619       21 30 00.75 +12 11 49.0 RGB 15.01 0.74 0.87 -0.11 5059 2.10 -2.41 0.11 < 1.39     
M15      45688           21 30 00.76 +12 09 51.9 RGB 14.49 0.81 0.97 -0.64 4901 1.78 -2.40 0.11 < 0.60     
M15      45671           21 30 00.76 +12 09 52.0 RGB 14.39 0.81 1.02 -0.73 4815 1.68 -2.52 0.11   0.93 0.12
M15      NOMAD_209       21 30 00.83 +12 10 46.2 RGB 14.38 0.81 0.94 -0.74 4839 1.77 -2.40 0.11 < 0.35     
M15      45910           21 30 00.85 +12 09 42.6 RGB 13.99 0.90 1.09 -1.14 4763 1.44 -2.33 0.11 < 0.43     
M15      46335           21 30 00.99 +12 08 18.7 RGB 16.83 0.64 0.81  1.71 5345 2.90 -2.37 0.11 < 1.79     
M15      46494           21 30 01.06 +12 09 51.3 RGB 14.97 0.80 0.96 -0.15 4938 1.98 -2.48 0.11 < 0.77     
M15      NOMAD_809       21 30 01.14 +12 12 17.2 RGB 15.12 0.70 0.86  0.00 5109 2.16 -2.34 0.11 < 1.38     
M15      46730           21 30 01.16 +12 12 17.6 RGB 15.10 0.71 0.86 -0.03 5033 2.14 -2.36 0.11 < 1.27     
M15      46867           21 30 01.22 +12 09 40.7 AGB 14.58 0.69 0.87 -0.54 5088 1.93 -2.53 0.11 < 0.55     
M15      46995           21 30 01.27 +12 06 53.0 RGB 17.56 0.59 0.78  2.44 5491 3.23 -2.40 0.12 < 1.74     
M15      47144           21 30 01.33 +12 11 11.7 RGB 15.96 0.70 0.81  0.84 5228 2.53 -2.46 0.11   1.40 0.15
M15      47679           21 30 01.57 +12 11 06.2 RGB 15.02 0.77 0.87 -0.10 4996 2.10 -2.50 0.11   1.30 0.12
M15      47723           21 30 01.59 +12 11 10.8 RGB 15.53 0.69 0.80  0.40 5197 2.36 -2.58 0.11   1.41 0.14
M15      47804           21 30 01.63 +12 10 31.7 RGB 14.65 0.82 0.92 -0.47 4918 1.90 -2.39 0.11 < 0.37     
M15      47971           21 30 01.74 +12 10 11.8 RGB 16.95 0.62 0.86  1.83 5223 2.90 -2.71 0.12 < 1.62     
M15      47982           21 30 01.75 +12 10 18.7 RGB 14.61 0.81 0.92 -0.51 4957 1.89 -2.34 0.11 < 0.65     
M15      NOMAD_163       21 30 01.81 +12 09 48.8 RGB 14.25 0.97 1.02 -0.87 4794 1.63 -2.39 0.11 < 0.86     
