Title: Lithium-Rich Giants in Globular Clusters
Authors: Kirby E.N., Guhathakurta P., Zhang A.J., Hong J., Guo M., Guo R.,
         Cohen J.G.
Table: Stellar Properties and Lithium Abundances
================================================================================
Byte-by-byte Description of file: table_catalog.dat
--------------------------------------------------------------------------------
   Bytes Format Units     Label   Explanations
--------------------------------------------------------------------------------
   1-  8 A8     ---       GC      Globular cluster
  10- 24 A15    ---       Name    Star name
  26- 27 I2     h         RAh     Hour of Right Ascension (J2000)
  29- 30 I2     min       RAm     Minute of Right Ascension (J2000)
  32- 36 F5.2   s         RAs     Second of Right Ascension (J2000)
      38 A1     ---       DE-     Sign of the Declination (J2000)
  39- 40 I2     deg       DEd     Degree of Declination (J2000)
  42- 43 I2     arcmin    DEm     Arcminute of Declination (J2000)
  45- 48 F4.1   arcsec    DEs     Arcsecond of Declination (J2000)
  50- 52 A3     ---       Branch  RGB or AGB star
  54- 58 F5.2   mag       V       Extinction-corrected apparent V magnitude
  60- 63 F4.2   mag       B-V     ? Reddening-corrected B-V color
  65- 68 F4.2   mag       V-I     ? Reddening-corrected V-I color
  70- 74 F5.2   mag       M_V     Extinction-corrected absolute V magnitude
  76- 79 I4     K         Teff    Effective temperature
  81- 84 F4.2   cm/s^2    logg    Surface gravity
  86- 90 F5.2   [Sun]     [Fe/H]  Iron abundance relative to the Sun
  92- 95 F4.2   [Sun]   e_[Fe/H]  Uncertainty in [Fe/H]
      97 A1     ---       LiUL    ? Upper limit flag for A(Li)
  98-102 F5.2   ---       A(Li)   Lithium abundance
 104-107 F4.2   ---     e_A(Li)   ? Uncertainty in A(Li)
--------------------------------------------------------------------------------
M71      1-95            19 53 41.01 +18 46 04.8 AGB 12.61 1.08 1.11 -0.52 4563 1.66 -0.77 0.11 < 0.43     
M71      NOMAD_173       19 53 42.26 +18 46 56.8 RGB 14.14 0.95 1.03  1.01 4818 2.39 -0.67 0.11   0.94 0.16
M71      NOMAD_558       19 53 42.75 +18 45 01.4 RGB 14.15 0.91 0.99  1.02 4907 2.43 -0.96 0.11 < 1.30     
M71      NOMAD_353       19 53 43.23 +18 47 55.8 RGB 14.67 0.84 0.93  1.54 5046 2.71 -0.84 0.12 < 2.30     
M71      NOMAD_63        19 53 44.08 +18 46 59.7 RGB 13.60 1.02 1.07  0.47 4675 2.12 -0.71 0.11 < 0.39     
M71      G53447_4647     19 53 44.50 +18 46 47.0 RGB 14.86 0.90 0.97  1.73 4958 2.76 -0.92 0.11 < 1.39     
M71      NOMAD_172       19 53 44.91 +18 45 48.5 AGB 13.66 0.77 0.86  0.53 5101 2.36 -0.69 0.11 < 1.29     
M71      1-66            19 53 45.22 +18 46 55.5 RGB 12.37 1.27 1.31 -0.76 4214 1.37 -0.77 0.11 <-0.29     
M71      NOMAD_78        19 53 47.40 +18 47 15.5 AGB 13.55 0.80 0.89  0.42 5202 2.29 -0.98 0.11 < 1.69     
M71      G53476_4543     19 53 47.62 +18 45 43.2 RGB 14.32 0.91 0.99  1.19 4884 2.52 -0.94 0.13 < 1.99     
M71      NOMAD_341       19 53 48.17 +18 45 25.2 RGB 14.18 0.94 1.02  1.05 4809 2.42 -0.73 0.11 < 1.37     
M71      NOMAD_147       19 53 48.74 +18 47 17.4 AGB 13.82 0.84 0.93  0.69 5100 2.37 -0.72 0.11 < 1.11     
M71      I-9             19 53 49.10 +18 45 60.0 AGB 12.61 1.05 1.10 -0.52 4637 1.68 -0.73 0.11 < 0.28     
M71      NOMAD_590       19 53 49.82 +18 44 59.3 RGB 15.38 0.81 0.91  2.25 5046 3.04 -0.79 0.11 < 1.09     
M71      NOMAD_190       19 53 50.21 +18 46 35.5 RGB 14.23 0.95 1.01  1.10 4836 2.44 -0.79 0.11 < 1.00     
M71      NOMAD_314       19 53 50.92 +18 46 02.6 RGB 14.68 0.91 0.99  1.55 4914 2.66 -0.70 0.11 < 0.77     
M71      NOMAD_403       19 53 51.33 +18 45 48.8 RGB 15.17 0.75 0.89  2.04 5041 2.96 -0.71 0.11 < 1.19     
M71      NOMAD_433       19 53 51.79 +18 47 32.9 RGB 15.04 0.86 0.92  1.91 5001 2.88 -0.79 0.11 < 1.11     
M71      1-1             19 53 52.32 +18 44 52.9 RGB 13.39 1.01 1.12  0.26 4555 1.98 -0.83 0.11 < 2.13     
M71      I-30            19 53 53.70 +18 47 04.0 AGB 13.71 0.84 0.89  0.58 5002 2.36 -0.83 0.11 < 0.41     
M71      NOMAD_728       19 53 54.18 +18 45 33.4 RGB 13.92 0.99 1.10  0.79 4707 2.23 -0.76 0.11 < 0.54     
M71      NOMAD_946       19 53 54.75 +18 44 57.7 AGB 13.67 0.82 0.96  0.54 5066 2.28 -0.80 0.11 < 0.62     
M71      NOMAD_871       19 53 55.66 +18 47 51.4 RGB 14.36 0.93 1.02  1.23 4845 2.50 -0.76 0.11 < 0.81     
M71      NOMAD_922       19 53 56.81 +18 45 54.8 AGB 13.78 0.81 0.94  0.65 5035 2.34 -1.01 0.11 < 2.13     
M71      NOMAD_1224      19 53 57.62 +18 44 58.1 RGB 13.84 0.92 1.03  0.71 4787 2.27 -0.79 0.11 < 1.71     
M71      NOMAD_1116      19 53 58.62 +18 46 10.8 RGB 15.80 0.84 0.96  2.67 5025 3.17 -0.75 0.11   1.27 0.18
M71      NOMAD_2005      19 54 05.35 +18 47 04.0 AGB 13.76 0.84 0.92  0.63 5054 2.35 -0.72 0.11 < 0.60     
M71      NOMAD_2309      19 54 07.00 +18 47 15.9 AGB 13.29 0.62 0.63  0.16 4903 2.45 -0.73 0.11 <-0.10     
M71      NOMAD_2713      19 54 09.59 +18 47 32.1 AGB 13.66 0.86 0.92  0.53 5079 2.31 -0.66 0.11 < 0.28     
M71      NOMAD_3308      19 54 12.82 +18 47 37.1 AGB 13.79 0.86 0.94  0.66 5060 2.34 -0.99 0.12 < 2.17     
M71      NOMAD_3612      19 54 14.51 +18 46 20.7 RGB 12.58 1.21 1.28 -0.55 4379 1.48 -0.75 0.11 <-0.87     
M71      NOMAD_4520      19 54 18.63 +18 45 51.9 RGB 15.19 1.10 1.15  2.06 4584 2.75 -0.54 0.11 < 1.92     
M75      823             20 05 50.12 -21 53 23.7 RGB 18.91 0.82 0.82  2.25 5377 3.10 -1.10 0.11 < 2.32     
M75      890             20 05 50.35 -21 52 28.0 RGB 18.70 0.81 0.89  2.04 5152 2.96 -1.08 0.11 < 2.10     
M75      900             20 05 53.80 -21 52 22.1 RGB 19.57 0.75 0.83  2.90 5372 3.38 -0.85 0.11 < 2.52     
M75      1960            20 05 54.27 -21 54 52.4 RGB 19.48      0.80  2.82 5450 3.36 -0.86 0.14 < 3.54     
M75      661             20 05 54.47 -21 54 32.1 RGB 15.54 1.15 1.20 -1.12 4524 1.31 -1.02 0.11 < 0.08     
M75      1422            20 05 56.00 -21 54 27.2 AGB 17.38 0.63 0.79  0.71 5598 2.49 -1.10 0.11 < 2.37     
M75      908             20 05 57.36 -21 52 14.8 RGB 18.79 0.84 0.92  2.13 5089 2.97 -1.17 0.11 < 2.17     
M75      491             20 05 57.73 -21 55 25.8 RGB 19.18 0.87 0.89  2.52 5154 3.16 -0.93 0.12 < 2.06     
M75      1533            20 05 57.81 -21 55 12.9 RGB 19.29 0.52 0.71  2.63 5823 3.38 -1.47 0.17 < 2.51     
M75      2570            20 05 58.43 -21 55 23.8 RGB 19.45 0.87 0.81  2.79 5438 3.35 -0.93 0.12 < 2.47     
M75      810             20 05 58.77 -21 53 33.1 RGB 16.12 0.99 1.07 -0.54 4781 1.70 -1.07 0.11 < 0.76     
M75      2330            20 05 58.97 -21 54 06.3 RGB 19.49      0.78  2.83 5531 3.39 -0.70 0.12 < 3.07     
M75      1487            20 05 58.98 -21 55 44.8 RGB 19.31      0.87  2.65 5193 3.23 -1.33 0.12 < 1.79     
M75      1475            20 05 59.35 -21 55 54.7 RGB 18.10 0.85 0.93  1.44 5010 2.67 -1.18 0.11 < 2.06     
M75      1245            20 05 59.55 -21 55 06.5 RGB 19.06      0.88  2.40 5190 3.12 -1.01 0.12 < 2.49     
M75      804             20 05 59.64 -21 53 36.2 RGB 19.21 0.77 0.85  2.55 5265 3.21 -1.09 0.11 < 1.78     
M75      878             20 06 00.02 -21 52 41.3 AGB 17.26 0.67 0.82  0.60 5429 2.42 -1.17 0.11 < 1.47     
M75      1346            20 06 00.04 -21 52 59.4 AGB 17.25 0.75 0.87  0.58 5274 2.37 -0.98 0.11 < 1.94     
M75      1286            20 06 00.04 -21 54 43.1 RGB 16.19 1.09 1.12 -0.47 4601 1.66 -1.17 0.11 < 0.66     
M75      1526            20 06 00.28 -21 55 16.6 RGB 16.63 0.94 1.06 -0.03 4680 1.92 -1.11 0.11 < 0.57     
M75      1759            20 06 00.60 -21 53 40.0 RGB 19.51      0.97  2.85 4952 3.23 -1.29 0.12 < 2.45     
M75      554             20 06 00.64 -21 55 02.1 RGB 17.77      1.00  1.11 4897 2.46 -0.92 0.11   1.57 0.19
M75      739             20 06 00.66 -21 54 07.9 AGB 17.31 0.67 0.79  0.64 5477 2.47 -1.09 0.11 < 1.51     
M75      512             20 06 00.96 -21 55 19.7 RGB 15.18 1.32 1.32 -1.48 4276 1.05 -1.11 0.11 <-0.43     
M75      824             20 06 01.05 -21 53 25.6 RGB 19.78      0.76  3.12 5618 3.54 -1.17 0.14 < 3.58     
M75      793             20 06 01.09 -21 53 43.3 RGB 18.74 0.77 0.86  2.08 5245 3.00 -1.05 0.11 < 2.00     
M75      373             20 06 01.61 -21 55 57.3 RGB 19.11 0.83 0.77  2.45 5616 3.25 -1.02 0.12 < 2.67     
M75      873             20 06 01.82 -21 52 45.9 RGB 19.89      0.79  3.23 5524 3.56 -0.89 0.13 < 2.67     
M75      909             20 06 01.86 -21 52 12.5 RGB 18.82 0.92 0.92  2.16 5064 2.98 -1.06 0.11 < 1.59     
M75      530             20 06 02.09 -21 55 09.9 RGB 15.65 1.11 1.14 -1.01 4581 1.42 -1.01 0.11 < 0.18     
M75      1456            20 06 02.11 -21 56 21.3 RGB 18.47      0.93  1.81 5058 2.83 -1.26 0.11 < 2.04     
M75      883             20 06 02.14 -21 52 39.5 AGB 17.33 0.65 0.79  0.67 5494 2.47 -1.13 0.11 < 2.01     
M75      1175            20 06 02.68 -21 55 52.8 RGB 18.39 0.64 0.78  1.73 5452 2.93 -0.99 0.11 < 1.93     
M75      1832            20 06 02.72 -21 55 47.4 AGB 17.18 0.57 0.72  0.52 5694 2.48 -1.25 0.11 < 1.97     
M75      1529            20 06 02.72 -21 55 13.2 AGB 17.44 0.61 0.69  0.78 5890 2.61 -1.32 0.11 < 2.55     
M75      1496            20 06 02.76 -21 55 37.4 RGB 15.34 1.22 1.23 -1.32 4348 1.20 -1.07 0.11 <-0.01     
M75      1489            20 06 02.79 -21 55 44.8 RGB 18.09 0.74 0.81  1.43 5335 2.77 -0.90 0.11 < 1.92     
M75      753             20 06 02.82 -21 53 59.8 AGB 17.24 0.69 0.79  0.58 5438 2.44 -1.16 0.11 < 1.24     
M75      716             20 06 02.91 -21 54 14.2 RGB 17.77 0.91 0.96  1.10 4959 2.50 -1.28 0.11 < 1.30     
M75      1590            20 06 02.91 -21 54 36.9 RGB 18.15 0.87 0.93  1.49 5022 2.69 -0.99 0.11 < 1.89     
M75      436             20 06 02.96 -21 55 41.1 RGB 16.71 1.00 1.06  0.05 4778 1.94 -1.19 0.11 < 1.17     
M75      1649            20 06 03.23 -21 51 54.3 AGB 17.32 0.62 0.74  0.66 5649 2.52 -1.28 0.11 < 1.92     
M75      1667            20 06 03.38 -21 54 03.2 RGB 17.24 0.93 1.04  0.58 4769 2.18 -1.18 0.11 < 1.04     
M75      393             20 06 03.70 -21 55 51.1 RGB 17.46 0.90 0.96  0.79 4921 2.37 -1.02 0.11 < 1.72     
M75      1471            20 06 03.94 -21 55 59.3 AGB 17.03 0.49 0.60  0.37 6116 2.53 -1.07 0.11 < 1.40     
M75      1617            20 06 04.06 -21 55 53.6 AGB 17.34      0.82  0.67 5242 2.45 -1.11 0.11 < 1.40     
M75      305             20 06 04.08 -21 56 21.0 RGB 17.90 0.84 0.91  1.24 5063 2.60 -1.06 0.11 < 1.82     
M75      213             20 06 04.19 -21 57 02.0 RGB 17.29 0.92 0.98  0.63 4874 2.28 -1.05 0.11 < 1.46     
M75      2436            20 06 04.30 -21 56 27.0 RGB 19.60      0.67  2.94 5945 3.56 -1.08 0.15 < 2.70     
M75      538             20 06 04.35 -21 55 07.7 RGB 15.68 1.28 1.29 -0.98 4438 1.28 -1.15 0.11 < 0.36     
M75      729             20 06 04.56 -21 54 06.7 RGB 19.12 0.69 0.81  2.46 5443 3.21 -0.88 0.13 < 1.87     
M75      1774            20 06 04.85 -21 52 57.1 RGB 19.74      0.87  3.08 5214 3.41 -1.10 0.12 < 2.17     
M75      1737            20 06 05.35 -21 55 58.1 RGB 17.82 0.95 0.99  1.16 4918 2.49 -0.96 0.11 < 1.52     
M75      254             20 06 05.35 -21 56 40.8 RGB 16.61 1.03 1.03 -0.05 4772 1.93 -1.04 0.11 < 1.19     
M75      407             20 06 05.41 -21 55 47.4 RGB 16.28 1.07 1.08 -0.38 4739 1.74 -1.12 0.11 < 1.16     
M75      1310            20 06 05.54 -21 54 17.6 RGB 18.91 0.94 0.87  2.25 5217 3.06 -1.15 0.11 < 2.00     
M75      1164            20 06 05.54 -21 56 06.8 RGB 15.69 1.18 1.20 -0.97 4455 1.37 -1.03 0.11 < 0.33     
M75      145             20 06 05.76 -21 58 02.1 RGB 18.44 0.83 0.90  1.78 5096 2.84 -1.03 0.11 < 1.76     
M75      1329            20 06 05.99 -21 53 56.5 RGB 19.12 0.63 0.78  2.46 5531 3.24 -0.77 0.12 < 2.87     
M75      1769            20 06 05.99 -21 55 51.0 RGB 19.12 0.73 0.80  2.46 5446 3.21 -1.01 0.12 < 1.85     
M75      1387            20 06 06.05 -21 56 38.3 AGB 16.56 0.75 0.89 -0.10 4971 2.08 -1.05 0.11 < 1.12     
M75      1464            20 06 06.16 -21 56 05.0 RGB 15.60 1.19 1.19 -1.06 4424 1.35 -1.03 0.11 < 0.08     
M75      300             20 06 06.20 -21 56 24.3 RGB 18.17 0.82 0.86  1.51 5216 2.76 -0.91 0.11 < 2.06     
M75      1634            20 06 06.38 -21 55 01.2 AGB 17.54 0.80 0.86  0.88 5311 2.50 -1.23 0.11 < 1.83     
M75      222             20 06 06.86 -21 56 56.8 RGB 17.29 0.95 0.96  0.63 4962 2.30 -1.02 0.11 < 1.36     
M75      1575            20 06 06.88 -21 54 48.8 RGB 16.17 1.08 1.08 -0.49 4619 1.69 -1.01 0.11 < 0.30     
M75      1397            20 06 06.99 -21 55 54.6 AGB 16.99 0.60 0.74  0.33 5456 2.39 -1.20 0.11 < 1.36     
M75      1339            20 06 07.11 -21 53 42.0 RGB 18.11 0.87 0.94  1.45 5014 2.66 -1.09 0.11 < 1.72     
M75      2049            20 06 07.40 -21 55 49.6 RGB 19.25      0.74  2.59 5696 3.33 -1.27 0.14 < 2.57     
M75      769             20 06 07.43 -21 53 52.4 RGB 18.81 0.81 0.91  2.15 5090 2.99 -1.02 0.11 < 2.20     
M75      846             20 06 07.49 -21 53 10.9 RGB 18.18 0.84 0.90  1.52 5099 2.73 -1.22 0.11 < 2.10     
M75      427             20 06 07.59 -21 55 43.5 RGB 17.11 0.93 0.94  0.45 4924 2.24 -1.03 0.11 < 1.43     
M75      1348            20 06 07.66 -21 52 28.8 RGB 18.55 0.78 0.89  1.89 5147 2.89 -0.98 0.11 < 2.18     
M75      277             20 06 07.67 -21 56 31.3 AGB 17.20 0.71 0.80  0.54 5367 2.41 -1.08 0.11 < 1.45     
M75      266             20 06 07.68 -21 56 35.6 RGB 19.32 0.79 0.71  2.66 5780 3.39 -0.79 0.14 < 3.35     
M75      435             20 06 07.68 -21 55 38.6 RGB 19.08 0.58 0.80  2.42 5465 3.20 -1.43 0.19 < 3.11     
M75      1899            20 06 07.85 -21 55 31.8 RGB 19.68      0.83  3.02 5308 3.42 -0.63 0.11 < 1.88     
M75      876             20 06 07.92 -21 52 45.4 RGB 15.48 1.27 1.25 -1.18 4344 1.24 -1.06 0.11 < 0.42     
M75      336             20 06 07.99 -21 56 09.6 RGB 18.63 0.73 0.85  1.97 5289 2.96 -0.86 0.12 < 2.02     
M75      619             20 06 08.03 -21 54 41.5 RGB 18.18 0.87 0.91  1.52 5058 2.72 -0.95 0.11 < 2.62     
M75      1605            20 06 08.23 -21 53 15.5 RGB 17.89 0.94 0.95  1.23 4959 2.55 -1.04 0.11 < 1.51     
M75      1273            20 06 08.31 -21 54 49.2 AGB 17.25 0.75 0.82  0.59 5353 2.42 -0.95 0.11 < 1.53     
M75      858             20 06 08.40 -21 53 00.2 AGB 17.22 0.52 0.63  0.56 5959 2.57 -1.17 0.11 < 2.00     
M75      68              20 06 08.57 -21 59 41.3 RGB 19.47 0.78 0.85  2.81 5248 3.32 -1.00 0.11 < 1.58     
M75      1151            20 06 08.58 -21 56 15.6 RGB 18.45 0.77 0.79  1.78 5467 2.94 -0.83 0.12 < 2.88     
M75      308             20 06 08.75 -21 56 20.1 RGB 19.25 0.74 0.89  2.59 5149 3.19 -1.10 0.13 < 2.63     
M75      478             20 06 08.86 -21 55 30.2 AGB 17.28 0.55 0.60  0.62 6025 2.63 -1.08 0.11 < 2.14     
M75      1425            20 06 08.90 -21 53 53.1 RGB 18.73 0.80 0.87  2.07 5184 2.98 -0.99 0.11 < 2.22     
M75      701             20 06 09.04 -21 54 21.0 RGB 18.74 0.90 0.85  2.08 5255 3.01 -1.01 0.12 < 1.98     
M75      153             20 06 09.11 -21 57 47.9 RGB 18.84 0.77 0.82  2.18 5369 3.08 -0.83 0.11 < 2.40     
M75      573             20 06 09.30 -21 54 56.2 RGB 17.37 0.94 0.98  0.71 4901 2.31 -1.02 0.11 < 1.33     
M75      958             20 06 09.92 -21 51 12.0 RGB 17.24 0.93 0.99  0.58 4878 2.25 -1.06 0.11 < 1.12     
M75      290             20 06 10.00 -21 56 26.1 RGB 17.11 0.99 0.95  0.45 4911 2.23 -0.99 0.11 < 1.11     
M75      2243            20 06 10.13 -21 56 10.0 RGB 19.96      0.83  3.30 5350 3.54 -1.01 0.14 < 2.95     
M75      124             20 06 10.50 -21 58 29.5 RGB 17.41 0.94 0.96  0.75 4963 2.35 -0.93 0.11 < 1.64     
M75      2132            20 06 10.53 -21 56 27.8 RGB 19.67      0.70  3.01 5851 3.57 -0.69 0.14 < 3.65     
M75      320             20 06 10.62 -21 56 17.2 RGB 19.48      0.66  2.82 5965 3.52 -0.82 0.14 < 3.09     
M75      1598            20 06 10.63 -21 54 25.9 RGB 19.58 0.89 0.76  2.92 5623 3.46 -0.60 0.22 < 3.78     
M75      2180            20 06 10.64 -21 57 32.8 RGB 19.56 0.93 0.84  2.89 5296 3.36 -1.01 0.12 < 2.75     
M75      1126            20 06 10.80 -21 57 02.8 AGB 17.31 0.69 0.69  0.65 5713 2.55 -1.09 0.11 < 1.63     
M75      1755            20 06 10.83 -21 54 30.7 RGB 18.85 0.89 0.83  2.19 5310 3.07 -0.95 0.12 < 1.86     
M75      73              20 06 11.09 -21 59 32.2 RGB 19.05 0.87 0.80  2.39 5436 3.18 -0.89 0.11 < 1.29     
M75      726             20 06 11.43 -21 54 11.5 RGB 18.53 0.88 0.85  1.87 5255 2.92 -1.02 0.11 < 2.35     
M75      333             20 06 11.44 -21 56 14.1 AGB 17.24 0.71 0.74  0.58 5536 2.49 -1.17 0.11 < 1.71     
M75      299             20 06 11.48 -21 56 24.7 RGB 19.55      0.79  2.89 5516 3.41 -0.97 0.12 < 2.58     
M75      762             20 06 11.66 -21 53 54.3 RGB 18.45 0.80 0.89  1.79 5109 2.85 -1.17 0.11 < 2.10     
M75      201             20 06 11.72 -21 57 08.9 AGB 17.29 0.63 0.72  0.63 5620 2.53 -1.15 0.11 < 1.31     
M75      2414            20 06 11.77 -21 57 38.8 RGB 19.27 0.94 0.69  2.61 5838 3.39 -0.67 0.12 < 2.35     
M75      2252            20 06 11.91 -21 55 55.3 RGB 19.57 0.90 0.73  2.91 5722 3.49 -1.07 0.13 < 2.62     
M75      291             20 06 12.15 -21 56 26.1 RGB 17.48 0.95 0.92  0.82 4978 2.42 -1.03 0.11 < 1.47     
M75      459             20 06 12.23 -21 55 34.0 RGB 18.46 0.90 0.87  1.80 5201 2.87 -0.94 0.11 < 2.22     
M75      238             20 06 12.23 -21 56 48.3 RGB 19.68      0.68  3.02 5912 3.59 -1.21 0.14 < 2.76     
M75      486             20 06 12.73 -21 55 27.1 RGB 15.33 1.30 1.26 -1.33 4322 1.17 -1.02 0.11 < 0.18     
M75      1106            20 06 12.94 -21 57 59.3 AGB 17.14 0.74 0.79  0.48 5387 2.40 -1.15 0.11 < 1.50     
M75      214             20 06 13.17 -21 57 01.7 AGB 17.32 0.69 0.77  0.66 5447 2.49 -1.08 0.11 < 1.49     
M75      2230            20 06 13.29 -21 56 20.1 RGB 19.01 0.84 0.80  2.35 5471 3.17 -0.92 0.11 < 2.24     
M75      606             20 06 14.04 -21 54 47.2 RGB 18.79 0.81 0.84  2.13 5310 3.04 -0.96 0.12 < 2.02     
M75      1610            20 06 14.11 -21 59 11.5 RGB 19.25 0.96 0.83  2.59 5362 3.25 -0.78 0.11 < 2.39     
M75      177             20 06 14.63 -21 57 30.1 RGB 18.21 0.81 0.85  1.55 5229 2.79 -1.02 0.11 < 1.80     
M75      159             20 06 14.82 -21 57 42.9 RGB 17.24 0.89 0.94  0.58 4944 2.30 -0.98 0.11 < 1.37     
M75      1131            20 06 15.80 -21 56 50.3 RGB 19.46      0.83  2.80 5357 3.33 -1.05 0.12 < 2.23     
M75      1109            20 06 16.58 -21 57 53.2 RGB 18.45 0.89 0.87  1.79 5206 2.87 -0.97 0.11 < 1.79     
M75      1860            20 06 17.29 -21 56 26.6 RGB 19.70      0.90  3.04 5111 3.36 -1.14 0.12 < 2.36     
M75      1099            20 06 17.57 -21 58 25.5 RGB 18.93 0.72 0.87  2.27 5199 3.07 -1.18 0.11 < 2.25     
M75      1441            20 06 19.21 -22 00 10.2 RGB 19.94      0.82  3.28 5356 3.54 -1.11 0.12 < 2.13     
M75      165             20 06 19.35 -21 57 38.3 RGB 19.71      0.85  3.04 5276 3.41 -0.97 0.11 < 2.07     
M75      989             20 06 19.57 -21 50 26.5 RGB 19.30 0.69 0.93  2.64 5036 3.18 -1.29 0.12 < 2.25     
M75      2147            20 06 21.13 -22 00 51.4 RGB 19.79      0.74  3.13 5686 3.57 -0.71 0.12 < 3.29     
NGC 7006 An08-2648       21 01 20.48 +16 14 10.3 RGB 20.59 0.58 0.83  2.49 5412 3.20 -1.43 0.15 < 2.63     
NGC 7006 An08-2398       21 01 20.70 +16 12 34.1 RGB 19.29 0.76 0.91  1.19 5031 2.58 -1.74 0.11 < 1.91     
NGC 7006 An08-2675       21 01 22.67 +16 14 33.0 RGB 21.05 0.61 0.89  2.95 4996 3.33 -1.93 0.18 < 2.13     
NGC 7006 An08-2053       21 01 24.38 +16 11 42.5 RGB 19.56 0.68 0.86  1.46 5211 2.74 -1.55 0.12 < 2.17     
NGC 7006 An08-2215       21 01 25.20 +16 12 10.6 RGB 19.55 0.72 0.92  1.45 5005 2.68 -1.59 0.11 < 1.87     
NGC 7006 An08-2538       21 01 25.77 +16 13 46.6 RGB 20.11 0.74 0.83  2.02 5226 3.00 -1.71 0.13 < 2.36     
NGC 7006 NOMAD_102       21 01 25.85 +16 10 23.3 RGB 16.46 1.17 1.25 -1.64 4374 1.06 -1.57 0.11 < 0.81     
NGC 7006 An08-2089       21 01 25.99 +16 11 54.8 RGB 19.97 0.65 0.80  1.88 5191 2.96 -1.88 0.14 < 1.96     
NGC 7006 An08-1791       21 01 26.78 +16 11 30.3 RGB 16.36 1.12 1.31 -1.73 4315 0.96 -1.59 0.11 < 0.57     
NGC 7006 An08-1701       21 01 26.93 +16 11 24.2 RGB 17.23 0.88 1.06 -0.86 4720 1.57 -1.67 0.11 < 0.86     
NGC 7006 NOMAD_100       21 01 27.25 +16 10 13.2 RGB 16.70 1.12 1.21 -1.39 4424 1.19 -1.51 0.11 < 1.09     
NGC 7006 An08-522        21 01 27.28 +16 10 13.1 RGB 16.75 1.06 1.29 -1.35 4359 1.13 -1.62 0.11 <-0.33     
NGC 7006 An08-2228       21 01 27.41 +16 12 24.7 RGB 17.34 0.87 1.04 -0.76 4743 1.63 -1.62 0.11 < 0.79     
NGC 7006 An08-1866       21 01 27.61 +16 11 40.9 RGB 17.29 0.94 1.14 -0.81 4547 1.49 -1.63 0.11 < 0.63     
NGC 7006 An08-1074       21 01 27.82 +16 10 55.6 RGB 16.51 1.11 1.34 -1.59 4306 0.98 -1.54 0.11 < 0.16     
NGC 7006 An08-1943       21 01 28.42 +16 11 51.2 RGB 18.59 0.78 0.94  0.50 4933 2.26 -1.67 0.11 < 1.98     
NGC 7006 An08-2145       21 01 28.71 +16 12 15.6 RGB 20.31 0.69 0.76  2.21 5535 3.14 -1.42 0.15 < 2.09     
NGC 7006 An08-1600       21 01 28.90 +16 11 27.7 AGB 16.21 1.00 1.21 -1.89 4386 1.01 -1.63 0.11 <-0.17     
NGC 7006 NOMAD_113       21 01 28.98 +16 12 40.2 RGB 16.65 1.05 1.16 -1.44 4519 1.23 -1.69 0.11 < 0.78     
NGC 7006 NOMAD_82        21 01 29.05 +16 10 28.5 RGB 16.86 1.06 1.17 -1.23 4477 1.30 -1.51 0.11 < 0.82     
NGC 7006 An08-1155       21 01 29.08 +16 11 05.8 AGB 16.09 0.96 1.14 -2.01 4430 1.04 -1.59 0.11 < 0.50     
NGC 7006 An08-1481       21 01 29.11 +16 11 21.6 RGB 17.70 0.77 0.97 -0.40 5044 1.87 -1.70 0.11 < 1.18     
NGC 7006 NOMAD_21        21 01 29.17 +16 11 29.7 RGB 16.28 1.18 1.26 -1.81 4340 0.97 -1.52 0.11 < 0.54     
NGC 7006 An08-814        21 01 29.18 +16 10 46.5 RGB 15.65 1.37 1.59 -2.45 3852 0.39 -1.40 0.11 <-1.39     
NGC 7006 NOMAD_3         21 01 29.27 +16 11 20.6 AGB 16.26 0.90 1.03 -1.83 4639 1.23 -1.28 0.11 < 0.83     
NGC 7006 An08-731        21 01 29.47 +16 10 42.1 RGB 16.03 1.13 1.32 -2.07 4428 0.82 -1.59 0.11 < 0.11     
NGC 7006 An08-13         21 01 29.68 +16 08 13.7 RGB 19.24 0.76 0.92  1.14 4992 2.54 -1.64 0.11 < 2.16     
NGC 7006 NOMAD_16        21 01 29.97 +16 11 02.6 AGB 15.95 1.10 1.20 -2.15 4340 0.92 -1.52 0.11 < 0.61     
NGC 7006 NOMAD_93        21 01 30.03 +16 12 09.1 RGB 17.51 0.94 1.07 -0.59 4642 1.66 -1.59 0.11 < 1.29     
NGC 7006 NOMAD_31        21 01 30.11 +16 10 56.7 RGB 17.80 0.79 0.97 -0.29 4855 1.90 -1.27 0.12 < 2.19     
NGC 7006 V19_NOMAD       21 01 30.18 +16 10 52.0 RGB 16.76 0.96 1.11 -1.34 4571 1.33 -1.64 0.11 < 0.85     
NGC 7006 An08-869        21 01 30.41 +16 10 56.1 RGB 16.84 0.94 1.12 -1.25 4558 1.34 -1.64 0.11 < 0.55     
NGC 7006 An08-411        21 01 30.51 +16 10 15.9 RGB 16.93 0.97 1.15 -1.16 4597 1.34 -1.61 0.11 < 0.36     
NGC 7006 An08-2391       21 01 30.75 +16 13 21.0 RGB 19.49 0.75 0.90  1.40 5031 2.67 -1.62 0.11 < 1.51     
NGC 7006 An08-1360       21 01 30.81 +16 11 23.6 RGB 15.74 1.38 1.59 -2.36 3868 0.41 -1.44 0.11  -0.69 0.17
